section_id,gemini_power,gemini_reason_power,gemini_privacy,gemini_reason_privacy,gemini_safety,gemini_reason_safety,gemini_choice,gemini_reason_choice,gemini_community,gemini_reason_community,gemini_engagement,gemini_reason_engagement,gemini_ip_protection,gemini_reason_ip_protection,gemini_improvement,gemini_reason_improvement,gemini_care,gemini_reason_care,gemini_accountability,gemini_reason_accountability,gemini_B1_authenticity_claims,gemini_reason_B1_authenticity_claims,gemini_B2_religious_sensitivity,gemini_reason_B2_religious_sensitivity,gemini_B3_indigenous_minority,gemini_reason_B3_indigenous_minority,gemini_B4_traditional_craftsmanship,gemini_reason_B4_traditional_craftsmanship,gemini_B5_commercialization_culture,gemini_reason_B5_commercialization_culture,gemini_B6_ai_cultural_content,gemini_reason_B6_ai_cultural_content
S000231,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not allow sexually explicit or gratifying content'.",1.0,Section discusses content that reveals or threatens to reveal personally identifiable information.,1.0,"Section describes content prohibitions to prevent harm, including revealing PII, threats of sexual imagery, and sexually explicit content that can cause harm to users.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"The section mentions 'overtly sexual content can be offensive within certain cultures', which triggers 'cultural practice, cultural norm, regional culture, regional exception (cultural)' keywords within a content governance context.",0.0,,0.0,,0.0,
S000221,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000238,1.0,"Section contains explicit content prohibitions: 'Do not post', 'Content that shows...'",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm, specifically sexual exploitation and nudity involving minors, and underage delinquent behavior.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000235,0.0,,0.0,,1.0,The section explicitly states 'We are also committed to keeping this community safe.',0.0,,1.0,"The section uses 'global community' and 'this community' with positive valence, emphasizing building and keeping it safe.",1.0,"The mission includes 'inspire creativity and bring joy' and 'users can create and share authentically, discover the world around them, and connect with others across the globe,' which describes mechanisms by which users participate.",0.0,,0.0,,0.0,,0.0,,1.0,"The section states 'users can create and share authentically,' which is a keyword for authenticity claims within a content-governance context (even if aspirational here).",0.0,,0.0,,0.0,,0.0,,0.0,
S000237,1.0,"Section contains explicit content prohibitions ('Do not post', 'We do not promote', 'We also do not permit') and platform enforcement language ('we ban the account').",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm ('risk of violence or threat to public safety', 'Violent and graphic content', 'Suicide, self-harm, and dangerous acts', 'activities that could lead to harm').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,The section discusses content rules and includes the keyword 'traditional' in the context of 'traditional martial arts' as an exception to violent content prohibitions.,0.0,,0.0,
S000236,1.0,"Section contains explicit platform-authority language ('We may give exceptions', 'Do not post', 'we do not allow content', 'We do not permit anyone to exploit our platform') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm related to weapons, drugs, and fraud/scams. Co-coded with power due to prohibitions.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence ('To protect our community').,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000233,1.0,"Section contains multiple content prohibitions ('Do not post', 'our policies prohibit activities', 'Do not hack', 'Do not distribute', 'Do not modify', 'Do not use automated scripts') and states 'we can review and take appropriate action'.",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm to the platform and users ('Threats to platform security', 'undermine the TikTok service', 'viruses, Trojan horses, worms, logic bombs, or other materials that are malicious or harmful').",0.0,,1.0,Section invokes 'our vibrant global community' and 'safe space for all users' with positive valence.,0.0,,1.0,"Section explicitly prohibits content that 'violates or infringes someone else's copyrights, trademarks, or other intellectual property rights'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000240,1.0,Section contains explicit content prohibition 'Do not post' and 'we do not want to contribute' indicating platform authority.,0.0,,1.0,Section describes content prohibitions ('Do not post: Content that invokes non-consensual slurs') oriented toward preventing harm and promoting an 'inclusive and supportive community'.,0.0,,1.0,Section invokes 'inclusive and supportive community' as a valued collective.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000241,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not permit misinformation', 'we remove misinformation'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Do not post: As another person or organization...', 'misinformation that could cause harm to our community or the larger public', 'harm to an individual's health or wider public safety'.",0.0,,1.0,Section invokes 'our community' as a valued collective with positive valence in the context of preventing harm.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000243,1.0,"Section contains multiple content prohibitions: 'Do not post', 'Do not engage in coordinated inauthentic activities'.",0.0,,1.0,"Section describes content prohibitions aimed at preventing harm: 'misinformation that causes harm', 'incites hate or prejudice', 'induces panic', 'causes harm to an individual's physical health', 'misleads community members about elections', 'hoaxes or phishing attempts', 'distorting the truth of events and cause harm to the subject of the video or society'.",0.0,,1.0,Section refers to 'our community' as a collective entity that can be harmed by misinformation and inauthentic activities.,1.0,Section encourages users to 'create and share original content' and 'have respectful conversations'.,1.0,Section explicitly titled 'Intellectual property' and encourages 'original content'.,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000244,1.0,"Section contains explicit platform-authority language ('We also suspend or ban accounts', 'We define hate speech as content that does or intends to attack', 'We also do not allow content', 'Do not post') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions ('We do not allow content', 'Do not post') oriented toward preventing harm (hate speech, violence, dehumanization) based on protected attributes.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,Section discusses content rules and lists 'Religion' as a protected attribute against hate speech.,1.0,Section discusses content rules and lists 'Ethnicity' as a protected attribute against hate speech. Also mentions 'ethnic minority' in the definition of slurs.,0.0,,0.0,,0.0,
S000245,0.0,,0.0,,1.0,"The guidelines allow the community to help maintain a 'safe shared space', indicating a focus on preventing harm.",0.0,,1.0,"Refers to 'our community' and 'community to help maintain a safe shared space', invoking users as a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000246,1.0,"Section contains explicit content prohibitions: 'We remove all expressions of abuse', 'Do not post', 'we do not allow it on TikTok'.",1.0,Section explicitly discusses 'Infringement of others' privacy' and 'Revealing or threatening to reveal personally identifiable information'.,1.0,"Section describes content prohibitions oriented toward preventing harm: 'Abusive behavior', 'violent threats', 'sexual harassment', 'disparaging statements', 'wishes death, serious disease, physical, or other harm', 'incites violence', 'real-world harm'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000239,1.0,"Section contains explicit platform-authority language ('We do not allow', 'we handle the issue by banning the account and cooperating with relevant legal authorities') and content prohibitions.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm ('promote terrorism, crime, or other types of behavior that could cause harm', 'credible threat to public safety'). Co-coded with power due to content prohibition.",0.0,,1.0,"Section invokes 'community' as a valued collective ('evolve with community behavior', 'keep TikTok a safe place for creativity and joy').",0.0,,0.0,,1.0,"Section describes platform enhancing/evolving features ('We update our Community Guidelines from time to time to evolve with community behavior, mitigate emerging risks').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000250,0.0,,0.0,,1.0,"The guidelines allow the community to help maintain a 'safe shared space', indicating a focus on preventing harm.",0.0,,1.0,"Refers to 'our community' and 'community to help maintain a safe shared space', invoking users as a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000248,1.0,"Section contains explicit content prohibitions: 'We do not allow', 'Do not post', 'we remove it from our platform'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm: 'dangerous challenges', 'injury', 'Hate speech', 'incites violence'.",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,Section discusses hate speech rules and lists 'religion' as a protected attribute.,1.0,Section discusses hate speech rules and lists 'ethnicity' (implied by 'race') as a protected attribute.,0.0,,0.0,,0.0,
S000247,1.0,"Section contains explicit content prohibitions: 'Do not post:', 'We do not allow content that is excessively gruesome or shocking'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm (deception, scams, gruesome/shocking content, violence, suffering).",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000251,1.0,"Explicit platform-authority language: 'We remove content', 'suspend or ban accounts', 'we will go one step further and report the accounts to relevant legal authorities'.",0.0,,1.0,Describes content prohibitions ('violates our Community Guidelines') and affirmative protections ('to keep our community safe').,0.0,,1.0,"Invokes 'our community' as a valued collective with positive valence ('to keep our community safe', 'Our Community Guidelines apply to everyone').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
S000253,1.0,"Section contains multiple content prohibitions: 'Do not post', 'We do not allow content that imposes sexuality on or sexually objectifies minors'.",0.0,,1.0,"Section describes content prohibitions oriented toward preventing harm to minors (physical/psychological abuse, grooming, sexualization).",0.0,,1.0,"Mentions 'our community members' in the context of trust, indicating a valued collective.",0.0,,0.0,,0.0,,0.0,,0.0,,1.0,"Section heading 'Integrity and authenticity' discusses content intended to deceive or mislead, which relates to authenticity claims within a governance context.",0.0,,0.0,,0.0,,0.0,,0.0,
S000252,1.0,"Section contains explicit content prohibitions ('Do not post', 'We do not promote', 'We also do not permit') and platform enforcement language ('we ban the account').",0.0,,1.0,"Section describes content prohibitions and restrictions oriented toward preventing harm ('risk of violence or threat to public safety', 'Violent and graphic content', 'Suicide, self-harm, and dangerous acts', 'activities that could lead to harm').",0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1.0,The section discusses content rules and includes the keyword 'traditional' in the context of 'traditional martial arts' as an exception to violent content prohibitions.,0.0,,0.0,
